財務
コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率
3580,2021/03,45635000000,36073000000,35623000000,27197000000,-,-,855.76,79
3583,2021/03,8643379000,4844628000,4866153000,2623070000,-,2037226000,1753.19,56.1
3591,2021/03,322761000000,218616000000,215612000000,-,-,-,3454.18,66.8
3593,2021/03,105644000000,95951000000,92706000000,86149000000,-,-,3182.95,90.8
3597,2021/06,38992918000,33088994000,32124283000,29030880000,1000000000,-,11477.56,84.9
3598,2021/03,13237868000,5001034000,4690214000,-1394490000,3555864000,1615743000,351.64,37.6
3600,2021/03,10707061000,9382007000,8161203000,6576104000,-,-,6324.44,81.3
3604,2021/03,17109479000,5363636000,4875625000,2918675000,1200000000,2994745000,916.85,31.1
3607,2021/08,13785000000,2368000000,2137238000,398722000,3150000000,5006782000,268.9,17.2
3608,2021/02,154951000000,97430000000,92720000000,52213000000,152000000,16082000000,1074.8,62.6
3611,2021/03,43002000000,26568000000,23388000000,21005000000,1725000000,2693000000,2458.21,56
3612,2021/03,245386000000,80029000000,78435000000,24653000000,78268000000,1697000000,2328.55,32
3622,2021/03,3149351000,2037649000,2015094000,792331000,250000000,-,287.88,64
3623,2020/12,9997105000,2016940000,1935525000,662530000,-,-,303.64,19.4
3624,2021/09,1711000000,691000000,690944000,-194667000,-,-,72.64,40.1
3625,2021/06,3648371000,2422453000,2421627000,-594565000,-,8333000,343.23,66.3
3626,2021/03,451072000000,279429000000,248756000000,173230000000,5793000000,37326000000,1078.59,60
3627,2021/02,6876322000,5232775000,5154380000,1287666000,200000000,130854000,440.85,75.6
3628,2021/06,2277161000,1567223000,1520469000,917664000,-,-,143.17,66.8
3630,2020/12,47984805000,15838556000,15732943000,10607156000,-,818713000,1450.88,32.6
3632,2021/06,141389000000,120212000000,111997000000,125674000000,-,-,567.42,84.6
3633,2020/12,8211659000,2544405000,2351810000,2214238000,-,-,476.66,30.6
3634,2021/03,1208002000,1004243000,966994000,89129000,-,-,394.24,80
3635,2021/03,190671000000,165129000000,151999000000,110529000000,-,-,992.3,86.4
3636,2021/09,99704000000,63836000000,54108000000,43749000000,-,900000000,3471.45,56.4
3639,2021/06,3513192000,2637847000,2611537000,244730000,30000000,113673000,409.69,74.9
3640,2021/03,19736299000,6719610000,6654973000,6067695000,3502000000,2452680000,1341.31,34
3641,2021/03,15191000000,9055000000,9004000000,8523000000,-,-,909.95,59.2
3645,2021/05,2107235000,1260259000,1240529000,1283919000,240000000,124434000,144.23,59
3646,2021/03,3280185000,2835868000,2835868000,2923598000,-,100000000,514.71,86.5
3647,2021/08,3822000000,2540000000,2540601000,1031652000,-,171788000,150.82,66.5
3648,2021/03,19125785000,12503359000,11865443000,9984351000,-,-,703.3,65.4
3649,2020/12,3796913000,3073285000,3068542000,3415181000,-,-,119.84,80.8
3652,2021/03,3477303000,3250208000,3254988000,-440462000,-,-,1032.07,93.5
3653,2020/10,5393383000,5111052000,5126758000,1640694000,-,-,947.37,94.6
3655,2021/06,5778683000,4674187000,4674187000,3502279000,-,-,628.83,80.9
3656,2020/12,23491480000,16584600000,16359531000,6790349000,-,1003832000,430.74,70.5
3657,2021/01,20389325000,15675089000,15823442000,12372175000,4540000,34365000,413.64,76.9
3658,2021/03,11481000000,4473000000,4439000000,2544000000,-,-,788.14,38.7
3659,2020/12,862161000000,720445000000,709882000000,599807000000,2094000000,-,800.35,82.3
3660,2021/06,22235000000,8109000000,7970000000,-443000000,1500000000,8156000000,110.6,35.5
3661,2021/03,11761184000,4454036000,4844282000,1047434000,-,-,471.15,36.2
3662,2021/07,15751000000,11582000000,11232000000,10955000000,-,-,605.97,73
3663,2020/12,5638279000,4020676000,4001385000,1535615000,-,-,123.02,71.2
3664,2020/12,3622107000,865174000,863014000,-736041000,358352000,707129000,28.74,23.8
3665,2021/01,12737206000,9220577000,9179664000,8821715000,-,-,220.45,72.1
3666,2021/03,6550960000,4974968000,4292830000,4100876000,-,9422000,250.97,75.6
3667,2020/12,2047268000,840911000,779083000,-4868426000,435000000,-,56.74,38.1
3668,2021/09,80814000000,75751000000,75245000000,67037000000,-,-,591.85,93.7
3670,2021/02,2808716000,1766097000,1764001000,1418060000,-,-,1475.59,62.9
3671,2020/12,5689263000,2259398000,2259398000,1550041000,1150000000,520265000,379.15,39.7
3672,2021/09,2922000000,1698000000,1694156000,-393040000,-,116671000,97.34,58
3673,2020/12,32273923000,24602466000,24600015000,13265826000,-,-,280.87,76.2
3674,2021/09,8487000000,5458000000,3806976000,2308014000,1000000000,378433000,528.08,64.2
3675,2021/06,11775428000,4339135000,4302259000,3126791000,305963000,2106312000,204.27,34
3676,2021/03,14338792000,6314752000,5642705000,7575673000,4728935000,63893000,263.32,39.7
3677,2021/09,7047000000,4820000000,4492810000,4147601000,100000000,276616000,206.25,68.4
3678,2021/02,43187000000,12169000000,11903000000,2000000000,-,5471000000,787.63,28
3679,2021/03,20101000000,12997000000,12988000000,9281000000,637000000,2132000000,120.12,64.6
3680,2020/12,5767772000,2972080000,2793822000,-2005762000,43212000,808124000,181.56,48.4
3681,2020/12,10031260000,3825417000,3868198000,1397417000,1174950000,904380000,156.41,37.8
3682,2021/03,3899329000,3169655000,3153353000,2374560000,-,-,475.9,81.3
3683,2020/12,10053700000,5047673000,4978971000,2954205000,-,2079906000,482.29,49.5
3686,2021/03,3893256000,3384389000,3381807000,-1077286000,15000000,63022000,79.51,86.5
3687,2021/09,7396000000,3642000000,3539131000,3608002000,-,2085010000,108.68,47.8
3688,2020/12,49259000000,24553000000,23924000000,11046000000,19000000,180000000,967.46,49.5
3689,2020/09,4909469000,2681496000,2673364000,-3051430000,100000000,486956000,171.37,54.4
3690,2021/09,3139000000,1648000000,1624753000,934684000,200000000,557179000,257.52,51.8
3691,2021/09,1298000000,840000000,838396000,-690631000,200000000,-,244.4,64.6
3692,2021/03,2656536000,1842214000,1842214000,1295320000,-,-,224.94,69.3
3694,2021/03,6248906000,4355888000,4206852000,3110494000,17150000,-,77.39,68.2
3695,2020/12,2231647000,1483144000,1494087000,850086000,-,-,909.53,66.5
3696,2020/12,16227007000,7091451000,6250380000,2321662000,1300000000,1228653000,592.07,40.1
3697,2021/08,34272000000,22683000000,22086783000,6681752000,-,2672091000,1277.48,65.3
3698,2021/09,5532000000,3961000000,3924783000,2482532000,-,-,720.58,71.1
3708,2021/03,128091000000,80286000000,69991000000,52476000000,6445000000,13728000000,5493.88,57.3
3710,2021/09,5655000000,4972000000,4886980000,4188774000,-,30004000,957.76,87
3712,2021/09,6421000000,5088000000,5088992000,5161820000,-,-,1519.26,79.2
3719,2020/12,1091699000,840170000,830215000,-78475000,-,80530000,38.44,76.8
3723,2021/09,8291000000,7698000000,7698057000,7214865000,-,-,748.86,92.8
3726,2021/09,1821000000,595000000,586561000,-787063000,300000000,349197000,81.6,32.2
3727,2020/12,3132551000,2166237000,2135320000,-1665865000,200000000,-,96.53,68.2
3733,2020/10,27374957000,23228142000,23178764000,20488461000,70000000,-,4272.7,84.9
3738,2021/03,233826000000,64026000000,63672000000,55739000000,-,18373000000,1148.23,27.4
3739,2021/03,1097253000,760586000,756995000,-943894000,-,70848000,57.73,69
3741,2021/03,7935333000,6575753000,6535125000,5503550000,36000000,-,1286.75,82.9
3744,2020/12,6851698000,1548289000,1744031000,349766000,50000000,290500000,173.15,21.9
3747,2021/09,1452000000,1115000000,1109025000,-1270943000,100000000,-,154.34,76.4
3750,2021/03,14924004000,3548370000,3321333000,543233000,-,8013000000,381.28,22.3
3751,2021/03,159585000000,25636000000,21902000000,18281000000,12668000000,26137000000,816.47,13.7
3753,2021/03,1695849000,428664000,428479000,-1970990000,227803000,240818000,45.33,25.3
3758,2020/12,19392000000,8830000000,8501000000,-326000000,719000000,3272000000,384.84,44.2
3760,2021/05,1418968000,1059693000,813197000,-305543000,60000000,140000000,155.66,57.4
3762,2021/03,39996145000,16354728000,14844764000,9450986000,699283000,700000000,378.1,37.1
3763,2021/03,11904016000,10048299000,9858601000,8731533000,-,-,642.53,83
3765,2020/12,122257000000,104727000000,96500000000,173321000000,-,416000000,1422.33,78.9
3766,2021/03,5356277000,3664641000,3630075000,3261064000,-,-,1076.31,68.4
3768,2021/03,6658407000,5400167000,4531414000,2653063000,-,155480000,710.75,79.6
3769,2021/09,215455000000,57820379000,55845000000,26546151000,15138420000,20095000,736.33,25.9
3770,2021/04,7154807000,6638957000,6472471000,4972290000,-,-,519.98,92.7
3771,2021/03,11200163000,7145389000,7007186000,5940580000,-,622178000,853.97,63.7
3772,2021/03,25754938000,8628565000,7591086000,6185289000,624000000,3883909000,890.38,29.5
3773,2021/03,12614520000,11523528000,11459582000,-1501149000,-,-,626.43,91
3774,2021/03,220777269000,90971651000,89956379000,25046813000,18560000000,7000000000,997.24,40.7
3775,2020/12,2660504000,1781692000,920809000,-919064000,-,79594000,354.58,65.5
3776,2020/12,23359865000,12066557000,8520557000,1449702000,500000000,4552694000,141.49,36.2
3777,2020/12,610672000,109143000,69503000,-2934430000,-,-,0.6,13.7
3778,2021/03,27975406000,8113694000,8003006000,4979727000,1035000000,3383518000,219.41,28.6
3779,2021/03,542149000,368067000,368067000,-1314382000,-,-,35.15,67.9
3782,2020/12,3592714000,2936909000,3051188000,9668000,-,-,60.14,80.7
3784,2020/12,18768782000,9426872000,8695920000,7754648000,1125000000,1240320000,518.24,46.4
3787,2021/03,2429371000,2345758000,2317610000,-1875795000,-,-,904.65,96.6
3788,2020/12,11063178000,7288881000,6826913000,6027798000,300000000,-,607.31,63.2
3791,2021/05,11847995000,5780774000,5627713000,2849505000,-,-,1136.89,47.5
3793,2021/03,9610423000,3855316000,3794509000,146380000,100000000,2430000000,132.91,39.5
3796,2021/03,1973911000,1638998000,1638998000,431008000,-,-,237.49,83
3798,2021/03,8000751000,6326532000,6179746000,4577891000,-,-,1103.64,77.2
3799,2021/03,10310508000,6048519000,5931247000,5030675000,1500000000,-,885.58,58.7
3800,2021/03,14865697000,11279018000,10857979000,8663886000,-,-,1470.53,75.9
3802,2021/03,1113557000,1012331000,1008323000,464900000,-,-,268.24,90.9
3803,2021/03,799750000,346876000,291391000,35845000,-,140000000,172.04,43.4
3804,2020/10,4576183000,2982952000,2985994000,1883106000,-,40264000,459.42,65.2
3807,2020/12,2720902000,1297906000,1493679000,-247823000,79678000,59824000,27.85,46.8
3808,2021/06,9541032000,5706943000,5763640000,2850541000,-,-,486.41,59.8
3810,2021/05,4645831000,3621071000,3581157000,-493244000,-,-,454.95,77
3814,2021/09,1798000000,28000000,25002000,-1057877000,484277000,729446000,9.08,1.4
3815,2021/08,3119000000,1200000000,1202549000,842715000,-,721592000,119.16,38.5
3816,2021/07,5153485000,4254179000,3982730000,3332033000,-,30000000,1091.65,82.5
3817,2021/03,37945000000,22489000000,21080000000,17780000000,201000000,-,1819.7,59.2
3823,2021/08,1405000000,748000000,725520000,-1950693000,151021000,368223000,23.88,51.6
3824,2021/05,675839000,317754000,317754000,-36972000,15000000,150000000,338.04,47
3825,2021/03,47556000000,4322000000,4296000000,-7324000000,-,-,43.75,9
3826,2021/02,3498411000,2431437000,2362302000,1686469000,-,-,220.88,69.5
3830,2021/03,11192272000,4106812000,4106812000,3987374000,100000000,981141000,273.11,36.7
3834,2021/03,12814000000,10930000000,10371000000,10950000000,-,-,391.6,85.3
3835,2021/03,5884801000,5414352000,5363157000,5048879000,-,-,117.34,91.8
3836,2021/06,13956966000,8787207000,8728774000,8169386000,-,-,233.7,63
3837,2021/03,8141762000,5331580000,5033945000,4137178000,-,-,563.65,64
3839,2021/03,8276284000,5866908000,5465991000,4136726000,209961000,419982000,715.66,70.9
3840,2021/03,1065668000,673095000,670065000,-854230000,-,-,21.19,62.9
3841,2021/03,3352218000,2927591000,2927443000,1303106000,-,-,1523.35,87.3
3842,2021/03,3342688000,1784650000,1784650000,-111476000,100000000,289212000,692.63,53.4
3843,2021/04,34835976000,12148751000,8592948000,2811389000,400000000,6117645000,415.12,25
3844,2021/03,16483000000,12353000000,12342000000,7812000000,500000000,-,387.57,74.9
3845,2021/03,1091328000,429019000,421133000,-2029625000,-,138300000,24.08,38.6
3847,2021/03,9445595000,5317295000,5246583000,4229499000,-,-,3593.65,56.3
3848,2021/03,4626250000,3672934000,3603914000,3419517000,-,-,1214.36,79.4
3849,2021/03,1236351000,1054221000,1047255000,216202000,-,-,645.76,85.3
3850,2021/03,6171956000,4004152000,3968259000,2959402000,-,-,826.5,64.9
3851,2021/03,6387349000,4637159000,4344834000,3281002000,116100000,245000000,883.94,69.9
3852,2020/12,9708545000,5484418000,5484418000,4777591000,-,-,683.77,56.5
3853,2021/03,7907443000,5721286000,5543727000,1486814000,242800000,643000000,330.25,70.1
3854,2021/07,8449951000,4589737000,4575537000,3911062000,-,-,183.33,54.3
3856,2021/06,39388000000,4777000000,3953000000,2919000000,6499000000,6105000000,754.73,10.2
3857,2021/03,24626000000,11661294000,11636604000,7241209000,-,2668000000,456.12,47.3
3858,2021/03,2807875000,2429024000,2350314000,-586530000,-,-,232.25,86.5
3861,2021/03,1981438000000,865606000000,692805000000,493224000000,129963000000,362718000000,758.28,37.9
3863,2021/03,1547326000000,424721000000,362124000000,42672000000,199009000000,574846000000,3570.14,26.7
3864,2021/03,209438000000,62902000000,55932000000,10967000000,59150000000,31772000000,1408.43,30
3865,2021/03,363075000000,195419000000,190550000000,112891000000,22928000000,59142000000,1159.48,53.6
3877,2021/03,123490000000,47455000000,47039000000,11929000000,30568000000,22796000000,3550.86,38.4
3878,2021/03,40658000000,15313000000,10338000000,3122000000,5347000000,5749000000,1138.06,28.3
3880,2021/03,849801000000,246788000000,242275000000,136579000000,13744000000,284025000000,1440.33,28.2
3891,2021/03,25025487000,16600576000,16764330000,10747424000,600000000,2251861000,1543.3,66.3
3892,2021/05,13488370000,9727183000,8286449000,6903720000,-,-,1953.09,72.1
3895,2021/03,14482417000,8851284000,8741986000,7576346000,-,2435970000,1125.51,61.1
3896,2021/03,15739118000,6101361000,3173262000,526886000,1381302000,3467794000,423.73,26.9
3900,2020/09,5108916000,3127226000,3105823000,-2198107000,100000000,-,205.38,61.2
3901,2020/12,4024872000,2920684000,2961938000,2306972000,-,-,221.45,72.6
3902,2020/12,5321778000,4136828000,4100247000,1934389000,-,-,104,77
3903,2021/04,25012295000,17190437000,16085121000,4336840000,-,2500404000,535.17,64.7
3904,2020/12,7024473000,2629862000,2440572000,1446505000,103000000,1704857000,159.78,34.6
3905,2021/03,4268316000,2868783000,2822681000,236252000,487983000,406389000,201.85,66.2
3906,2020/12,3749473000,3361766000,3353691000,333651000,96528000,24548000,759.98,89.6
3907,2020/11,2638000000,1450000000,1443000000,-894000000,249000000,116000000,502.76,54.6
3908,2021/03,2292093000,1841640000,1810456000,1285419000,10000000,-,390.06,79
3909,2020/12,2949802000,2170297000,2170997000,354897000,-,253210000,253.56,73.6
3910,2021/03,2241946000,1402410000,1364852000,948784000,-,252851000,251.47,60.9
3911,2020/12,6712372000,4988674000,4988674000,-3565811000,-,-,126.06,74.3
3912,2020/12,3036852000,2650318000,2637545000,2375633000,-,-,310.67,87.3
3913,2020/12,1261234000,1111099000,1107491000,144682000,-,-,575.93,88.1
3914,2020/12,2175930000,1583075000,1596451000,1630995000,-,165000000,240.06,72.8
3915,2021/02,15562011000,10454067000,6422817000,3846277000,400000000,113014000,758.81,62.1
3916,2021/06,6388533000,4526718000,4514765000,3949586000,-,-,296.87,70.9
3917,2021/03,4142747000,2913660000,2682815000,263410000,-,350000000,385.72,64.8
3918,2021/09,17391000000,7950000000,7412935000,2048153000,-,1925111000,741.28,42.8
3919,2021/02,8074139000,4491464000,4481954000,4179953000,1102000000,453000000,574.38,55.6
3920,2021/09,3260000000,1751000000,1741440000,1098750000,720000000,276910000,316.81,53.7
3921,2021/01,6742964000,4431107000,4389960000,3763453000,-,46434000,296.83,65.6
3922,2021/02,3457974000,2484504000,2484324000,2211499000,-,-,190.63,71.8
3923,2021/03,11471000000,7842000000,7842000000,7157000000,-,-,43.27,68.4
3924,2021/03,5746992000,3946898000,3841207000,3068186000,-,-,659.26,68.7
3925,2021/03,3465647000,2779737000,2781255000,2265100000,-,-,204.7,80.2
3926,2021/03,6696074000,6210237000,5470319000,4366084000,-,-,200.07,92.7
3927,2021/03,2032626000,1233101000,1223602000,-276782000,50000000,-,232.45,60.2
3928,2020/12,5049867000,2518726000,2504119000,-3629198000,-,50000000,290.73,49.6
3929,2021/03,5172912000,1080376000,1073442000,469342000,-,1517960000,176.88,20.6
3930,2021/07,2609617000,2291407000,2286889000,1850987000,-,-,763.53,87.8
3931,2021/01,2076970000,1000608000,998004000,248343000,390910000,159086000,556.88,48.1
3932,2021/03,46048000000,35772000000,35673000000,30412000000,-,2208000000,2555.55,77.6
3933,2021/03,5585679000,2003005000,1985199000,1591131000,-,-,255.23,35.5
3934,2021/03,8707491000,5108197000,5108197000,4233822000,1800000000,150000000,863.16,58.7
3935,2021/02,1689716000,758932000,758787000,-2162532000,286250000,175031000,123.99,44.9
3936,2021/03,631652000,200985000,190302000,-517783000,-,89990000,3.73,31
3937,2021/03,4440513000,2942445000,2985628000,1518920000,100000000,-,249.28,66.3
3939,2021/09,4395000000,1959000000,1952983000,2065807000,-,-,41.22,44.5
3940,2020/12,2683093000,2395548000,2487471000,1918419000,-,-,104.1,89.3
3941,2021/03,869992000000,324463000000,268443000000,215899000000,104586000000,141294000000,1265.53,36
3943,2021/03,22493497000,14738279000,14829691000,15008288000,780985000,159321000,3808.44,65.4
3944,2020/12,17510000000,8859000000,5772000000,3133000000,1081000000,906000000,7451.77,47
3945,2021/03,14551000000,3053000000,2837000000,268000000,1559000000,2547000000,1901.32,20
3946,2021/03,179743000000,71214000000,66006000000,45420000000,12126000000,38893000000,4325.72,39.3
3947,2020/12,66862880000,39214912000,29471884000,9409935000,828068000,738423000,3954.18,58.6
3948,2020/12,9520273000,7202331000,7022371000,5644893000,-,-,1245.64,75.7
3950,2020/12,83556000000,59739000000,58861000000,55860000000,-,-,3141.07,71.4
3951,2021/03,63557620000,31416923000,29184779000,25921663000,98990000,15375004000,1413.37,48.8
3952,2021/03,13986067000,11983819000,11463209000,9476921000,-,-,2412.71,85.7
3953,2021/03,7507117000,5473088000,5432134000,4353134000,-,-,1137.46,72.9
3954,2021/03,27826063000,19059822000,15273980000,14353075000,1066000000,77000000,4150.31,66.2
3955,2021/01,18674000000,14072000000,13040000000,10801000000,-,89000000,1384.9,75.1
3956,2021/03,3642762000,1885265000,1870465000,1298434000,-,43891000,314.21,51.8
3960,2021/06,2019426000,1356726000,1358226000,-99910000,-,271657000,777.5,66.7
3961,2020/12,1236395000,1002820000,1012392000,457218000,-,-,338,81.1
3962,2020/09,17093000000,9406311000,7959000000,3669977000,356473000,2286013000,128.35,46.6
3963,2021/03,2731856000,2505194000,2504330000,1692510000,-,-,94.39,91.7
3964,2020/12,33280823000,19637686000,19082483000,10742310000,-,-,697.22,58.1
3965,2021/09,5866000000,3237000000,3077686000,1326821000,550000000,530728000,553.91,53.9
3966,2020/12,15915000000,7118000000,5796000000,-7478000000,-,3270000000,158.02,36.3
3967,2021/02,2433602000,1274012000,1226813000,-379232000,-,693608000,234.84,50.4
3968,2020/12,7191628000,3172688000,3087757000,2393965000,-,1830000,274.91,43.7
3969,2021/03,4041820000,3078945000,3078945000,1837596000,-,-,412.08,76.2
3970,2021/03,3137097000,2531388000,2514256000,592454000,-,-,1071.87,80.1
3974,2020/10,3657046000,2193957000,2193957000,1904461000,200000000,389560000,506.15,60
3975,2020/12,48682515000,20231415000,20094798000,4217210000,-,8774895000,848.7,40.9
3976,2020/10,1323975000,533337000,532684000,-283349000,-,269424000,181.8,40.2
3977,2021/02,628945000,247583000,243505000,-32350000,-,154594000,338.2,38.7
3978,2021/06,84041000000,32933000000,29236000000,17383000000,17652000000,19934000000,739.43,34.8
3979,2021/03,4198444000,2208439000,2208439000,164077000,-,80690000,322.36,52.6
3981,2020/12,19741111000,5224711000,5224711000,1841717000,2000000000,6245000000,881.22,26.5
3983,2020/12,8608368000,7216818000,7218281000,4922166000,-,-,434.59,83.8
3984,2021/06,5277278000,4706020000,4706020000,2468663000,-,-,297.81,89.2
3985,2021/09,2188000000,1361000000,1355271000,1178873000,100000000,216646000,127.32,61.9
3986,2021/06,1720689000,1334921000,1334921000,816668000,-,-,868.66,77.6
3987,2021/08,1963000000,1075000000,1075876000,-134105000,-,242245000,208.34,54.8
3988,2021/07,3900484000,2270693000,2269367000,1581844000,200000000,175000000,878.44,58.2
3989,2021/09,3080000000,190917000,190000000,-1913926000,1308710000,672409000,8.8,6.2
3990,2021/05,9728050000,3960928000,3935923000,2356825000,1500000000,779748000,199.67,40.5
3991,2021/08,2313000000,1294000000,1301815000,812139000,-,-,137.81,55.9
3992,2021/09,4360000000,3498000000,3478327000,1807068000,-,-,344.6,80.2
3993,2021/09,35277000000,28605000000,27418266000,3438880000,-,3769490000,931.02,80.4
3994,2020/11,21711748000,10237768000,9413150000,-3111275000,2510000000,3067741000,201.71,44.3
3995,2021/01,3995583000,985911000,977924000,-158633000,-,448345000,91.22,24.5
3996,2021/02,2149695000,1309392000,1306801000,-439886000,-,213047000,107.96,60.8
3997,2020/12,1807987000,1529449000,1530117000,926359000,-,-,454.86,84.6
3998,2020/12,1780673000,1284044000,1284044000,720515000,-,-,198.18,72.1
3999,2021/09,3271000000,903339000,903000000,-447208000,-,-,174.97,27.6
4004,2020/12,2203606000000,718080000000,372669000000,165572000000,62645000000,839436000000,2782.79,18.4
4005,2021/03,3990254000000,1482119000000,1019230000000,854538000000,250389000000,1100677000000,623.39,25.5
4006,2021/03,238644000000,-130561000000,-154580000000,-162844000000,40054000000,228320000000,-912.81,-59.8
4008,2021/03,107834000000,75491000000,69080000000,52104000000,10674000000,2934000000,5277.96,67.5
4011,2020/12,936912000,756511000,756511000,57979000,-,-,819.8,80.7
4012,2020/12,2487690000,1806373000,1806373000,1681172000,-,-,451.59,72.6
4013,2020/12,10984313000,9896477000,9893990000,1738240000,-,94451000,949.76,90.1
4014,2021/07,1137816000,967853000,967853000,405806000,-,-,155.17,85.1
4015,2021/08,3386000000,1310000000,1310112000,-13359000,100000000,1500000000,209.2,38.7
4016,2020/11,1494344000,550953000,548113000,167813000,150000000,98330000,276.64,36.9
4017,2021/02,3694261000,1081829000,1083039000,17860000,100000000,298928000,162.31,29.3
4018,2021/06,392369000,178494000,177769000,-17730000,-,9292000,298.27,45.3
4019,2020/12,1403812000,885494000,885494000,-269105000,10000000,155974000,105.1,63.1
4020,2020/12,700011000,552201000,552201000,69065000,-,9452000,536.74,78.9
4021,2021/03,265509000000,200562000000,186923000000,161708000000,21489000000,1184000000,1384.13,74.9
4022,2021/03,36928000000,17721000000,17746000000,9346000000,4708000000,5424000000,2227.53,47.8
4023,2021/03,256923000000,185521000000,183830000000,154166000000,7841000000,19014000000,9418.6,71.6
4025,2020/12,42939000000,27079000000,25109000000,22361000000,373000000,515000000,3114.64,62.7
4026,2021/04,18602000000,8540000000,8421000000,6043000000,1600000000,980000000,926.23,45.6
4027,2021/03,69177000000,50230000000,43714000000,29551000000,2415000000,4038000000,2152.55,72.1
4028,2021/03,180021000000,79515000000,81189000000,27872000000,16423000000,33130000000,1990.03,44.2
4031,2021/03,40528000000,22303000000,22321000000,9625000000,6575000000,200000000,2487.25,54.9
4041,2021/03,227975000000,149203000000,140334000000,89364000000,16172000000,21535000000,5165.06,63.9
4042,2021/03,982776000000,661679000000,603504000000,513338000000,99840000000,26685000000,1934.86,62.6
4043,2021/03,386794000000,205261000000,190438000000,157332000000,1850000000,82812000000,2758.36,51.3
4044,2021/03,284906000000,169083000000,151082000000,131205000000,8419000000,23884000000,4091.39,58.1
4045,2020/12,241832000000,197642000000,183619000000,147893000000,6903000000,4473000000,1505.68,79.8
4046,2021/03,119373000000,77232000000,68977000000,46387000000,7172000000,-,3310.53,64.7
4047,2021/03,92324000000,52423000000,48221000000,43584000000,4390000000,17049000000,887.42,55.2
4051,2021/09,7136000000,4376000000,4216771000,994020000,-,-,1026.91,59.1
4052,2021/06,544524000,506680000,506411000,-18158000,-,-,92.15,93.1
4053,2020/12,6216907000,5017825000,5072558000,1750638000,30000000,153327000,136.2,80.7
4054,2021/06,4323611000,2983169000,2983068000,1574318000,-,-,209.69,69
4055,2020/11,1502923000,1212351000,1212351000,591821000,-,-,338.12,80.7
4056,2020/12,1920995000,1206458000,1206458000,-174656000,450000000,111400000,86.09,62.8
4057,2021/05,1448042000,952914000,952914000,283455000,100000000,-,238.74,65.8
4058,2020/12,1723539000,1170977000,1170977000,441527000,-,-,115.5,67.9
4059,2021/09,1575000000,1372000000,1372094000,554371000,-,-,494.66,87.1
4060,2020/12,1251044000,717155000,720600000,21507000,-,64982000,129.91,57.3
4061,2021/03,526035000000,270036000000,247596000000,168878000000,41867000000,41319000000,3101.91,50.8
4062,2021/03,578518000000,321863000000,274679000000,149379000000,20130000000,80044000000,2262.99,54.6
4063,2021/03,3380615000000,2886625000000,2851842000000,2616081000000,11768000000,15986000000,6769.72,83.2
4064,2021/03,63906000000,28500000000,21047000000,10873000000,10968000000,7226000000,3066.84,42.2
4068,2021/06,2672460000,1237319000,1237319000,731726000,500000000,45000000,703.78,46.3
4069,2021/03,1386193000,523794000,523541000,120166000,-,94453000,190.38,37.8
4070,2020/03,7505893000,6520669000,6224828000,4392382000,72000000,25756000,757.81,86.1
4071,2021/09,6135000000,4907000000,4896125000,4779175000,-,-,122.25,79.8
4073,2021/06,1336864000,781565000,781565000,516753000,-,63588000,374.28,58.5
4074,2020/12,3736614000,1129889000,1120524000,330450000,600000000,771137000,173.87,29.7
4075,2021/07,1640209000,1206120000,1206120000,80808000,-,77316000,224.6,73.5
4076,2021/05,3138793000,1994239000,1994181000,1791081000,-,-,795.15,63.5
4078,2021/03,123007000000,79264000000,73236000000,35431000000,8651000000,11787000000,4502.25,61.6
4080,2021/03,33894696000,12622520000,12603834000,-3211994000,-,12300000000,388,37.2
4082,2021/03,56256845000,30784018000,29679412000,27801120000,1500000000,16760093000,1244.13,53.7
4088,2021/03,926821000000,372389000000,357797000000,244794000000,56636000000,250876000000,1584.86,38.6
4091,2021/03,1836294000000,543900000000,513164000000,422838000000,131721000000,780895000000,1185.82,27.9
4092,2021/03,70196000000,39075000000,35365000000,27693000000,8300000000,7283000000,4442.39,55.7
4093,2021/03,29527958000,16920229000,15179825000,11886183000,3200000000,221680000,2198.47,51.6
4094,2021/03,46342000000,39540774000,36055471000,34353936000,376000000,-,1972.11,85.3
4095,2021/03,220210000000,176667000000,142025000000,144750000000,-,560000000,1288,68.8
4097,2021/03,92410126000,63412166000,58268996000,52772452000,1325000000,3144512000,1137.77,67.9
4098,2021/03,15704000000,6442000000,5866000000,2053000000,2650000000,1171000000,2012.31,38.6
4099,2021/03,107344000000,76566000000,69512000000,57140000000,2530000000,10957000000,1360.23,70.5
4100,2021/03,41783000000,9375000000,7083000000,-3224000000,9372000000,10070000000,1411.51,19.5
4102,2021/03,16596000000,9808814000,6783112000,5645987000,425371000,1427830000,4232.12,56.5
4107,2020/12,31069000000,25680000000,25916000000,18505000000,600000000,-,5036.52,82.7
4109,2021/03,52933000000,36758000000,36065000000,24719000000,1920000000,4751000000,2826.7,68.4
4112,2021/03,62609000000,43654000000,32362000000,14119000000,4455000000,2970000000,4885.6,61.8
4113,2021/03,27958460000,15237893000,15141294000,12600052000,-,200000000,1063.44,54.5
4114,2021/03,471617000000,323725000000,317373000000,267729000000,23981000000,28887000000,7959.06,67.3
4115,2021/03,31271000000,23378000000,21334000000,18835000000,1000000000,-,1865.07,68.5
4116,2021/03,197717000000,103660000000,95875000000,76392000000,12610000000,20783000000,5516,51.5
