業績
コード,年度,売上高,営業利益,経常利益,純利益,EPS,ROE,ROA
1301,2021/03,249197000000,4657000000,4879000000,3838000000,356.9,9.5,3.3
1332,2021/03,615044000000,18079000000,22670000000,14391000000,46.25,8.49,3.03
1333,2021/03,809050000000,16208000000,18093000000,5753000000,109.32,4.04,1.08
1352,2021/03,83265000000,1230000000,1163000000,798000000,95.3,11.43,1.93
1375,2021/03,51380000000,7823000000,-,4744000000,119.03,51.38,13.31
1376,2021/05,60779093000,1661398000,1765679000,1436066000,123.09,6.62,3.03
1377,2021/05,69218000000,9725000000,10078000000,7636000000,171.22,6.84,5.74
1379,2021/03,73889000000,6012000000,6526000000,4038000000,128.83,7.46,4.03
1380,2021/03,6417643000,265554000,288370000,169973000,40.77,8.86,3.16
1381,2021/06,21160000000,3372000000,3508000000,2412000000,429.5,13.92,11.94
1382,2021/06,3039000000,106000000,109000000,108000000,141.77,18.71,11.09
1383,2020/10,5197096000,-124479000,-132395000,-214423000,-168.88,-,-
1384,2021/03,13060962000,152646000,226109000,132784000,15.7,1.47,0.93
1400,2020/12,2626680000,70332000,77407000,80875000,6.48,3.19,2.55
1401,2021/05,3439594000,243108000,284511000,287098000,37.13,10.49,7.68
1407,2020/08,61947000000,7180000000,6615000000,4417000000,107.66,21.71,5.37
1413,2020/12,114365044000,6629536000,6552649000,3800380000,301.09,17.67,5.14
1414,2021/06,80065000000,15732000000,16302000000,11340000000,210.67,12.48,10.33
1417,2021/03,463744000000,30129000000,31739000000,24205000000,229.58,10.69,6.75
1418,2021/02,14823365000,183463000,286217000,101658000,5.31,2.64,1.22
1419,2021/05,218092000000,10999000000,11093000000,7168000000,243.35,27.42,7.15
1420,2021/03,53487929000,782016000,872512000,509313000,46.98,3.01,0.97
1429,2020/12,21872218000,1896370000,1911938000,1342695000,41.57,17.58,8.38
1430,2021/05,20919021000,1666068000,1608766000,1125310000,90.19,17.93,6.46
1431,2021/06,9404000000,486000000,582000000,336000000,15.64,9.97,4.42
1433,2021/01,3682864000,124501000,212842000,142571000,17.33,5.5,2.36
1434,2020/08,8993284000,340830000,390725000,314866000,47.9,9.33,3.16
1435,2020/12,6147103000,-664441000,-694379000,-1007325000,-11.14,-,-
1436,2021/04,5990829000,261546000,276241000,159307000,37.9,3.66,1.94
1438,2020/09,3853988000,284503000,289348000,199520000,66.97,6.91,4.88
1439,2020/12,5396615000,29177000,38595000,-13352000,-10.39,-,-
1443,2021/03,9361193000,1202988000,1206034000,746473000,45.98,7.96,4.58
1444,2020/07,2729495000,197084000,186788000,124776000,148.25,14.15,11.01
1446,2020/09,12264654000,421981000,429775000,191702000,18.5,5.64,2.28
1447,2021/03,22830151000,152439000,196887000,-358005000,-17.78,-,-
1448,2021/03,77510000000,14000000,732000000,329000000,9.36,1.27,0.42
1449,2020/12,1481391000,49493000,57654000,40791000,19.15,12.22,7.27
1450,2021/03,9011368000,1433847000,1458935000,982268000,225.83,20.54,14.01
1451,2021/03,11632122000,521562000,492463000,318991000,81.04,5.59,2.16
1491,2021/03,39452935000,273608000,226973000,175665000,0.61,2.67,2.12
1514,2021/03,9781000000,-63000000,-33000000,-94000000,-1.74,-,-
1515,2021/03,119159000000,8726000000,9629000000,3746000000,450.28,3.37,1.98
1518,2021/03,57378000000,1946000000,3020000000,-3035000000,-233.35,-,-
1605,2020/12,771046000000,248471000000,257335000000,-111699000000,-76.5,-,-
1662,2021/03,240078000000,4192000000,10001000000,-2725000000,-47.72,-,-
1663,2020/12,58452000000,3625000000,4050000000,2844000000,106.93,3.74,3.01
1711,2021/03,844454000,-252479000,-272124000,-348374000,-73.31,-,-
1712,2021/02,14906000000,1206000000,1241000000,689000000,40.99,5.27,3.24
1716,2020/06,17440076000,2296950000,2482784000,1523817000,133.86,12.72,9.81
1717,2021/03,4240560000,909925000,910742000,620481000,52.3,15.88,11.27
1718,2020/12,27260898000,1304760000,1301731000,795608000,727.79,5.95,2.92
1719,2021/03,352146000000,27357000000,25890000000,17188000000,89.79,11.78,5.06
1720,2021/03,231483000000,3549000000,4891000000,2647000000,24.95,2.57,1.17
1721,2021/03,563252000000,41572000000,42941000000,29369000000,232.72,8.97,6.13
1723,2021/03,34079000000,4584000000,4660000000,3324000000,415.23,12.47,8.83
1724,2020/12,10892000000,765000000,703000000,529000000,144.15,15.98,5.64
1726,2021/03,38797000000,3045000000,2954000000,1948000000,49.69,16.17,5.97
1728,2021/03,24579229000,378099000,417933000,161156000,14.01,2.66,1.09
1730,2021/03,4623870000,215000000,223262000,153618000,45,10.27,4.33
1734,2021/03,11953384000,132613000,180480000,-2126270000,-3371.12,-,-
1736,2021/03,23458243000,1993467000,2134836000,1326390000,252.66,8.04,4.99
1737,2021/03,24608512000,975943000,1066749000,729842000,57.14,5.21,3.85
1738,2021/03,8618898000,331870000,360662000,240260000,59.28,6.44,3.79
1739,2021/06,27541000000,1967000000,1905000000,1247000000,204.89,19.7,5.07
1743,2020/09,11045316000,817087000,822183000,619491000,817.07,8.78,5.12
1757,2021/03,1329245000,-1022122000,-1111163000,-1307896000,-5.78,-,-
1758,2021/01,13308092000,593353000,660444000,435796000,654.87,5.97,4.33
1762,2021/03,283080000000,12198000000,12112000000,7467000000,214.45,6.45,3.38
1764,2021/06,19801000000,601000000,551000000,355000000,310.95,8.08,2.62
1766,2021/04,309809000000,15562000000,16499000000,10080000000,749.66,9.55,5.18
1768,2021/03,16298974000,1212575000,1269235000,866791000,118.17,11.41,7.7
1770,2021/03,26250632000,1795638000,1860709000,1179342000,129.34,8.21,4.53
1771,2020/09,14409783000,900437000,953101000,628829000,124.76,9.15,5.11
1775,2021/03,74168000000,5916000000,5920000000,3902000000,433.89,13.7,6.9
1776,2021/03,33796000000,1824000000,1827000000,1188000000,130.21,9.47,4.31
1777,2021/03,21894000000,1071258000,1108000000,749000000,62.6,7.68,4.47
1780,2021/03,24829358000,1387598000,1544507000,1142428000,60.61,6.96,4.84
1782,2021/03,18011000000,1495000000,1548000000,1016000000,1296.04,9.69,6.2
1783,2020/09,2474885000,-929445000,-1304977000,-3723542000,-64.44,-,-
1786,2021/03,55224000000,5118000000,5163000000,3763000000,821.62,12.2,6.77
1787,2021/03,13013554000,1275135000,1309516000,901473000,365.8,12.09,8.01
1788,2021/06,7452000000,212000000,225000000,143000000,240.04,5.37,2.94
1789,2020/09,5700318000,148238000,156176000,151750000,23.83,6.47,3.38
1793,2021/03,73360000000,3747000000,3953000000,2589000000,506.94,3.86,2.8
1795,2020/09,11409253000,730712000,643147000,417824000,481.72,10.05,5.47
1798,2021/03,36841183000,891919000,948939000,652612000,298.41,6.12,2.38
1799,2021/03,54952417000,5127639000,5429502000,3723628000,182.36,5.8,4.89
1801,2021/03,1480141000000,130516000000,135937000000,92554000000,442.65,11.01,4.95
1802,2021/03,1766893000000,123161000000,128784000000,98780000000,137.64,10.61,4.35
1803,2021/03,1456473000000,100151000000,105465000000,77176000000,101.17,9.47,4.04
1805,2021/03,117295000000,3995000000,3673000000,2451000000,128.1,5.89,2.02
1807,2021/03,39918978000,2694809000,2890494000,1844514000,590.67,10.32,5.7
1808,2021/03,809438000000,72909000000,71832000000,48258000000,168.62,12.24,5.06
1810,2021/03,87579716000,2940972000,3289343000,2252034000,73.79,5.3,3.03
1811,2021/03,105792000000,4603000000,5637000000,3219000000,449.43,4.31,2.1
1812,2021/03,1907176000000,127298000000,139729000000,98522000000,193.13,11.26,4.55
1813,2021/03,72308000000,4518000000,4718000000,2990000000,192.18,10.2,5.53
1814,2021/03,56490000000,2214000000,2219000000,1603000000,152.78,8.39,3.95
1815,2021/03,182020000000,6245000000,6489000000,4387000000,281.13,7.01,2.37
1820,2021/03,336241000000,20950000000,21561000000,17166000000,313.81,8.33,3.63
1821,2021/03,421619000000,15584000000,13063000000,8743000000,55.32,8.54,2.32
1822,2021/03,161697000000,9066000000,9420000000,6262000000,362.21,8.56,3.66
1824,2021/03,678059000000,46343000000,45665000000,23275000000,125.27,8.62,2.51
1826,2021/03,31689000000,1006000000,1013000000,651000000,41.97,4.52,2.58
1827,2021/03,116046000000,1622000000,1818000000,369000000,10.74,1.03,0.44
1828,2021/03,38123091000,2653106000,2742956000,1754067000,163.92,9.85,5.27
1832,2021/03,57149000000,729000000,922000000,596000000,28.77,2.3,1.46
1833,2021/03,220712000000,12880000000,14779000000,10285000000,271.89,6.08,3.13
1835,2021/03,132919794000,13915739000,14293123000,9689447000,281.46,10.15,6.84
1840,2020/10,28739621000,-501203000,-434452000,-788500000,-31.54,-,-
1841,2021/03,7499000000,81983000,158000000,40000000,11.23,0.36,0.3
1844,2020/07,5187425000,540069000,512853000,337360000,22.74,8.26,3.69
1847,2021/03,88624000000,4758000000,4673000000,3161000000,435.74,12.85,5.85
1848,2021/03,27693000000,1767000000,1730000000,1327000000,74.86,14.25,5.3
1850,2021/03,44819000000,1710000000,1690000000,693000000,24.04,6.11,1.93
1852,2021/03,138934000000,5291000000,5364000000,4138000000,513.54,9.97,4.49
1853,2021/03,28579000000,1961000000,1943000000,1316000000,40.18,10.01,5.58
1860,2021/03,507134000000,27697000000,30363000000,19735000000,64.36,6.37,2.68
1861,2021/03,450232000000,28069000000,28400000000,17925000000,384.67,10.94,4.72
1866,2021/03,75265000000,2770524000,2952000000,1804000000,290.63,5.02,2.59
1867,2021/03,48847474000,2545443000,2641456000,1700304000,256.91,7.38,3.72
1869,2021/03,88678000000,6297000000,6610000000,4536000000,179.69,8.16,4.77
1870,2021/03,106615000000,7362000000,7445000000,3292000000,75.85,6.02,2.54
1871,2021/03,117219000000,8396000000,8422000000,5592000000,120.18,13.25,5.86
1873,2020/10,38932000000,1620000000,1526000000,791000000,17.24,3.46,1.91
1878,2021/03,1488915000000,86738000000,90607000000,62285000000,909.3,20.51,6.77
1879,2021/03,101785000000,13904000000,13932000000,9630000000,164.73,11.76,7.61
1881,2021/03,445720000000,44697000000,46791000000,31068000000,260.89,8.1,5.27
1882,2021/03,111801000000,7165000000,7258000000,4697000000,948.64,10.05,5.35
1883,2021/03,234612000000,20738000000,21078000000,16750000000,203.23,10.33,7.51
1884,2021/03,157796000000,10776000000,11293000000,7598000000,864.41,8.25,4.97
1885,2021/03,189712000000,8714000000,9247000000,6859000000,350.61,9.09,3.36
1887,2021/05,117803000000,10564000000,10585000000,7713000000,88.92,10.45,5.18
1888,2021/03,89822000000,2917000000,3011000000,1812000000,142.09,5.54,1.98
1890,2021/03,172976000000,14259000000,14103000000,9176000000,97.65,14.28,6.16
1892,2021/03,54460000000,2558000000,2586000000,1716000000,833.05,11,4.07
1893,2021/03,471058000000,30460000000,30545000000,20993000000,73.62,13.26,4.64
1897,2020/12,10960000000,649000000,781000000,503000000,225.18,2.98,2.52
1898,2021/03,90025000000,8470000000,8395000000,5180000000,128.44,12.7,6.52
1899,2020/12,185764000000,8905000000,9038000000,5979000000,689.76,8.45,4.35
1904,2021/03,48633913000,1302724000,1447538000,1139527000,174.43,4.75,2.85
1905,2021/03,15906872000,308910000,331491000,173277000,25.49,1.47,0.95
1909,2021/03,43073810000,3396316000,3177279000,2312148000,330.25,14.31,5.78
1911,2020/12,839881000000,47462000000,51293000000,30398000000,167.54,8.27,2.79
1914,2021/03,22854000000,568992000,744000000,213000000,8.53,0.94,0.69
1921,2021/03,23222000000,2048954000,2410000000,1679000000,42.42,4.77,3.29
1925,2021/03,4126769000000,357121000000,337830000000,195076000000,297.18,10.63,3.86
1926,2021/03,108209000000,11727000000,12136000000,8640000000,166.58,11.4,7.67
1928,2021/01,2446904000000,186519000000,184697000000,123542000000,181.18,9.31,4.7
1929,2021/03,67955000000,5358000000,5419000000,3500000000,83.91,12.23,6.73
1930,2021/03,44888000000,3853000000,4075000000,3175000000,136.11,8.26,5.91
1934,2021/03,197092000000,8484000000,9172000000,5763000000,80.59,4.65,2.88
1938,2021/03,55200858000,4220772000,4765237000,3278540000,130.35,6,4.07
1939,2021/03,89629000000,5089000000,5563000000,3652000000,465.48,7.09,3.69
1941,2021/03,184482000000,9482000000,11899000000,8119000000,146.11,3.78,2.94
1942,2021/03,556045000000,30041000000,31043000000,20147000000,98.63,7.45,4.41
1944,2021/03,556273000000,42948000000,44794000000,32356000000,156.46,6.58,4.74
1945,2021/03,59514000000,4104000000,3920000000,2747000000,80.48,4.23,3.07
1946,2021/03,215677000000,15509000000,13726000000,8832000000,472.54,7.38,2.87
1948,2021/03,32424000000,1223000000,1311000000,885000000,499.14,4.76,3.03
1949,2021/03,154053000000,11319000000,11937000000,8048000000,226.21,9.7,5.48
1950,2021/03,195695000000,14188000000,15390000000,9546000000,155.29,5.56,3.59
1951,2021/03,573339000000,36623000000,38186000000,24192000000,217.33,8.47,4.92
1952,2021/03,107253000000,6386000000,6676000000,4637000000,199.47,9.17,4.7
1954,2021/06,117859000000,7128000000,-,4531000000,299.94,6.41,2.9
1959,2021/03,391901000000,32998000000,35906000000,25042000000,353.47,11.39,6.83
1960,2021/03,41656594000,-151906000,475457000,318183000,19.12,1.04,0.71
1961,2021/03,190067000000,7498000000,8196000000,5901000000,103.11,6.46,3.44
1963,2021/03,433970000000,22880000000,25506000000,5141000000,20.37,1.23,0.73
1964,2021/03,24718000000,390000000,565000000,329000000,42.85,1.52,0.85
1965,2021/03,54871000000,1709000000,2128000000,1234000000,56.08,2.99,1.98
1966,2021/03,47794803000,2036525000,2204068000,1054436000,166.61,8.7,3.4
1967,2021/03,43767111000,3081887000,3369562000,2288515000,88.96,7.24,5.15
1968,2021/03,127779000000,7400000000,8329000000,5613000000,295.49,7.8,4.36
1969,2021/03,275181000000,12300000000,13902000000,10116000000,145.54,7.66,3.73
1971,2021/03,7947478000,-349916000,-348957000,-1021530000,-434.39,-,-
1972,2021/03,32239000000,2500000000,2500000000,1685000000,436.99,8.44,5.54
1973,2021/03,339109000000,25563000000,25493000000,15745000000,105.72,12.73,6.29
1975,2021/03,70435000000,2235000000,2486000000,1821000000,284.71,5.41,2.55
1976,2021/03,50533000000,6399000000,6742000000,4600000000,89.72,8.52,6.67
1979,2021/03,202548000000,11690000000,12287000000,8279000000,243.01,6.84,3.62
1980,2021/03,157712000000,8754000000,9262000000,6318000000,291.92,8.47,4.78
1981,2021/03,34485637000,1407119000,1588582000,1739841000,151.12,10.3,6.66
1982,2021/03,73119000000,3997000000,4595000000,3075000000,128.86,5.04,3.57
1992,2021/03,6545023000,497303000,568017000,331855000,137.51,7.43,4.08
1994,2020/12,7367436000,838267000,914152000,902280000,103.99,9.37,7.11
1997,2020/08,8411043000,1033638000,1041351000,657054000,327.88,12.83,7.47
1999,2021/06,6432000000,678000000,831000000,546000000,866.05,14.07,7.71
2001,2021/03,329566000000,10331000000,12620000000,8608000000,112.26,5.24,2.79
2002,2021/03,679495000000,27197000000,29886000000,19011000000,63.95,4.39,2.77
2003,2021/03,56544000000,4539000000,5027000000,3536000000,772.32,8.93,6.75
2004,2021/03,255997000000,7594000000,9213000000,10115000000,319.66,10.15,4.74
2009,2020/12,21870638000,736383000,977780000,527924000,22.68,1.66,1.35
2053,2021/03,181356000000,5387000000,5744000000,3782000000,126,6.34,4.3
2055,2021/03,39900700000,283328000,379018000,139089000,7.2,0.78,0.5
2058,2021/03,12215000000,-34000000,76000000,274000000,70.41,5.25,2.29
2060,2021/03,214120000000,5672000000,6081000000,4438000000,112.76,10.49,4.47
2107,2021/03,12908000000,828000000,908000000,295000000,54.1,3.13,2.64
2108,2021/03,54792000000,1889000000,2349000000,1642000000,115.87,2.4,1.69
2109,2021/03,108887000000,3631000000,3788000000,2764000000,107.54,3.24,1.88
2112,2021/03,23686000000,982000000,1107000000,775000000,28.56,7.81,2.85
2114,2021/03,18992703000,1436411000,1771675000,1198355000,44.63,6.52,5.1
2117,2021/03,43767000000,2206000000,-,1132000000,51.26,2.33,1.85
2120,2020/09,35402758000,2497617000,-,1162588000,8.71,3.47,2.09
2121,2021/03,119319000000,22928000000,23019000000,15692000000,208.23,8.34,6.93
2122,2020/09,24880448000,452103000,485148000,258830000,38.16,5.05,2.8
2124,2020/12,21614000000,5138000000,5196000000,1834000000,44.71,12.9,9.85
2127,2021/03,36130466000,16408193000,16540813000,11415818000,34.7,25.26,20.55
2130,2021/03,12087276000,1261855000,-,896363000,69.69,19.43,10.36
2134,2021/03,473473000,-343647000,-401217000,-757500000,-10.78,-,-
2136,2021/03,5006217000,258082000,532967000,364257000,91.63,11.87,7.11
2137,2021/03,3108888000,125730000,162106000,100459000,48.08,2.53,1.33
2138,2021/03,35714892000,2134459000,2245173000,1433101000,128.91,15.58,5.29
2139,2021/03,6551231000,-292349000,-274404000,-367912000,-54.1,-,-
2146,2021/03,115131000000,7163000000,7191000000,4299000000,106.51,22.52,8.16
2148,2021/03,6891223000,2022155000,-,1255057000,63.32,17.63,13.83
2150,2020/12,5304372000,1510077000,1506676000,815593000,78.56,26.53,15.33
2151,2021/03,42062000000,4067000000,3893000000,2272000000,89.06,6.87,2.59
2152,2021/03,5498809000,376317000,775386000,519698000,48.11,7.23,4.94
2153,2021/05,34334000000,3857000000,4054000000,2784000000,187.42,10.92,7.42
2154,2021/06,95110000000,3356000000,4935000000,2611000000,47.64,2.72,2.02
2156,2021/03,6271832000,-132566000,-83308000,-79054000,-20.93,-,-
2157,2020/08,43303711000,1147624000,1699536000,-231515000,-2.84,-,-
2158,2021/03,10370080000,507000000,330110000,359096000,9.33,8.02,3.01
2159,2021/04,19835918000,813120000,815370000,403170000,26.12,8.85,4.97
2160,2020/12,9773862000,1869540000,-,1258127000,28.96,11.44,5.42
2162,2021/03,54856858000,689210000,158939000,-735514000,-44.12,-,-
2163,2021/01,7174725000,887075000,910457000,628561000,59.16,20.13,14.18
2164,2020/08,3258466000,-292047000,-281411000,-332295000,-180.27,-,-
2168,2021/05,334540000000,19940000000,20379000000,6784000000,173.36,17.78,4.47
2169,2020/12,7900357000,752951000,968598000,693088000,101.62,10.53,8.33
2170,2020/12,35278000000,241000000,-,-996000000,-9.49,-,-
2172,2021/06,1967000000,-39000000,-14000000,-31000000,-19.31,-,-
2173,2021/03,7272217000,-587606000,-312192000,-189852000,-24.29,-,-
2174,2020/12,20708000000,1760000000,-,864000000,20.13,3.93,2.31
2175,2021/03,35960000000,5470000000,6653000000,4800000000,55.12,21.43,9.71
2176,2021/03,2929276000,205303000,177101000,232755000,77.62,22.57,5.77
2178,2021/02,47782543000,1320290000,1335411000,848750000,33.39,12.79,5.59
2179,2021/03,11641859000,25363000,48331000,-106567000,-19.19,-,-
2180,2021/06,15356000000,519000000,666000000,298000000,19.78,13.08,4.16
2181,2021/03,950722000000,26439000000,29168000000,15834000000,68.63,10.08,4.13
2183,2021/03,10279314000,453434000,588634000,539968000,23.91,9.45,3.53
2185,2020/09,17071139000,1818539000,1827412000,1354602000,193.27,8.84,6.88
2186,2021/02,7531832000,251741000,557403000,378563000,48.12,11.74,8.84
2191,2020/12,76360000,-1387582000,-1397679000,-1067085000,-45.26,-,-
2193,2020/12,11095929000,227409000,-,479359000,4.46,2.06,1.81
2195,2020/12,4608264000,289773000,292327000,388679000,332.43,48.04,9.02
2196,2021/03,12941549000,-6401044000,-6684158000,-5416574000,-419.99,-,-
2198,2020/10,8746260000,-3981192000,-3524574000,-4235530000,-143.22,-,-
2201,2021/03,168240000000,19162000000,19782000000,13416000000,266.72,10.93,6.61
2204,2021/03,30819561000,-1612352000,-1378392000,-273418000,-45.87,-,-
2206,2020/12,344048000000,18523000000,19641000000,11836000000,182.47,5.34,3.48
2207,2021/03,24180000000,403000000,1356000000,1023000000,60.55,2.21,1.38
2208,2021/03,118443000000,4179000000,4676000000,3167000000,131.82,6.26,4.02
2209,2021/03,42152710000,753306000,921537000,657266000,50.23,4.06,2.23
2211,2020/12,99085000000,2497000000,3036000000,1046000000,40.58,2.17,1.47
2212,2020/12,1014741000000,17438000000,19734000000,6956000000,32,2.1,0.97
2215,2020/12,24021000000,-462000000,-354000000,-368000000,-53.15,-,-
2216,2020/12,23321485000,836499000,860853000,610513000,86.58,5.46,3.09
2217,2021/01,25672838000,751333000,862044000,352183000,100.17,2.1,1.47
2218,2021/03,16980163000,181219000,187525000,122259000,58.4,2.55,0.84
2220,2021/03,103305000000,5620000000,6889000000,4757000000,225.62,8.17,5.12
2221,2021/03,22167631000,181136000,2938723000,2005694000,357.92,3.58,2.63
2222,2021/03,23204841000,-2890186000,-321791000,-569628000,-18.3,-,-
2224,2021/03,6514303000,425750000,426044000,280305000,80.67,15.08,6.01
2226,2021/06,40205000000,1665000000,1687000000,1161000000,217.66,8.58,4.32
2229,2021/03,266745000000,27064000000,27522000000,17682000000,132.3,10.08,7.4
2230,2021/05,2158819000,136632000,119498000,132130000,73.11,20.6,5.7
2264,2021/03,583550000000,28867000000,30109000000,18741000000,378.71,9.4,4.13
2266,2020/12,54948000000,1940741000,1667000000,956000000,49.07,3.45,1.68
2267,2021/03,385706000000,43694000000,57601000000,39267000000,244.85,9.7,6.18
2268,2020/12,17598340000,599924000,768495000,442445000,45.92,4.54,2.54
2269,2021/03,1191765000000,106061000000,110176000000,65655000000,452.52,10.57,6.15
2270,2021/03,615186000000,19780000000,21662000000,14913000000,220.62,7.64,3.74
2281,2021/03,433572000000,21475000000,22411000000,14165000000,281.9,13.67,6.6
2282,2021/03,1176101000000,50519000000,-,32616000000,317.97,7.52,3.95
2286,2021/03,44366649000,615934000,848392000,1291701000,145.25,13.85,4.51
2288,2021/03,223000000000,-330000000,180000000,412000000,16.21,0.53,0.31
2291,2021/03,25326000000,-243000000,-169000000,-240000000,-71.92,-,-
2292,2021/02,327479000000,12609000000,12990000000,9965000000,314.95,11.33,5.78
2293,2021/03,30404074000,59409000,104177000,55081000,26.82,1.48,0.41
2294,2021/02,37289000000,1314000000,1523000000,263000000,25.12,1.78,1.4
2296,2021/03,842675000000,24018000000,27000000000,20204000000,68.61,8.18,5.13
2300,2021/02,4884515000,-624435000,-406715000,-756563000,-143.8,-,-
2301,2020/10,5720004000,1188411000,1372019000,927459000,64.29,8.49,7.75
2303,2021/05,1119272000,339842000,343100000,237721000,74.36,12.64,11.31
2304,2020/09,11962668000,-1072244000,258929000,23489000,4.65,0.91,0.42
2305,2021/02,36352519000,4731459000,4963591000,2434022000,143.31,9.61,6.53
2307,2021/03,9626036000,493480000,539836000,369604000,49.26,10.23,5.68
2309,2020/09,76098000000,2605000000,2867000000,1505000000,83.22,6.37,1.68
2311,2020/12,4380607000,441989000,465438000,438081000,49.16,10.25,8.11
2315,2020/10,6003323000,-679903000,-903881000,-557819000,-13.79,-,-
2317,2021/03,60871000000,8006000000,7507000000,4974000000,51.36,19.41,12.79
2321,2021/03,310102000,29824000,37207000,54296000,1.97,26.6,12.98
2323,2021/03,592311000,43844000,41341000,41414000,12.41,7.26,4.58
2325,2020/12,18951988000,2469955000,2507117000,1703054000,178.67,8.46,6.64
2326,2021/03,6825000000,2977000000,2991000000,2059000000,146.84,20.51,13.86
2327,2021/03,251992000000,24549000000,25101000000,16982000000,185.59,9.44,6.24
2329,2021/03,52874000000,2399000000,2700000000,818000000,18.2,1.14,0.9
2330,2020/12,4033481000,-105009000,-49688000,-348710000,-10.72,-,-
2331,2021/03,469920000000,37182000000,39212000000,25014000000,247.09,9.01,5.2
2332,2021/03,11181261000,879229000,917207000,636229000,122.77,12.24,8.8
2334,2021/03,1439034000,-295204000,-274063000,-630978000,-271.32,-,-
2335,2021/03,14788890000,1174867000,1295324000,844004000,62.11,13.03,8.94
2337,2021/02,61368000000,9668000000,7179000000,5027000000,10.48,5.08,1.45
2338,2021/02,245497000,-378334000,-377323000,-392119000,-36.4,-,-
2340,2021/03,8764172000,-1546426000,-926319000,-3081603000,-179.55,-,-
2341,2021/02,3100566000,-545085000,-518239000,-500505000,-18.96,-,-
2342,2021/03,11046139000,893195000,891871000,546289000,31.45,11.11,6.13
2344,2021/03,8344151000,920136000,1092750000,705554000,54.43,3.7,2.13
2345,2020/10,1859614000,34872000,40240000,154940000,18.41,10.09,6.51
2349,2021/03,17684827000,1870590000,2138195000,1363734000,120.09,8.99,6.6
2351,2021/03,2506557000,50440000,-,43474000,5.53,1.5,0.99
2352,2021/03,2356884000,411563000,425240000,222562000,56.14,12.77,6.87
2353,2021/07,23785000000,3263000000,3460000000,2335000000,7.12,27.64,8.13
2354,2021/02,14481536000,921965000,817002000,641206000,35.37,16.01,5.55
2359,2021/03,20785262000,2032084000,2114143000,1423358000,100.37,11.59,7.72
2362,2020/09,58669207000,5306311000,6046804000,3557174000,46.92,30.43,9.77
2370,2020/09,783035000,-926122000,-836659000,-842013000,-6.19,-,-
2371,2021/03,51077000000,18295000000,-,11763000000,57.13,25.09,16.58
2372,2021/03,12906000000,1068000000,1352000000,1373000000,114.25,15.83,6.57
2373,2020/10,33984307000,1353543000,1107968000,704641000,52.07,13.91,1.95
2374,2021/03,45909574000,2806405000,2783398000,1486372000,59.61,12.21,5.71
2375,2020/10,19770958000,1002304000,1004663000,657089000,3.63,17.12,6.34
2376,2021/03,12984414000,278834000,332546000,226255000,41.45,3.2,1.64
2378,2021/03,30209649000,-4602262000,-4902891000,-8705008000,-485.43,-,-
2379,2021/02,32494768000,7312158000,6501042000,607671000,11.09,2.01,1.69
2384,2020/12,257192000000,10960000000,10883000000,6826000000,171.86,13.45,2.68
2385,2021/06,8942000000,916000000,920000000,562000000,21.48,9.31,7.86
2388,2020/09,7750542000,342474000,-340083000,-1839195000,-51.44,-,-
2389,2020/12,88768000000,3240000000,4358000000,3750000000,167.81,12.02,5.25
2391,2020/07,3052636000,729666000,748753000,441723000,66.62,9.99,8.31
2393,2021/03,21017731000,2613015000,2636445000,1732744000,111.52,11.87,8.57
2395,2021/03,15110548000,2529534000,3645340000,3661855000,87.96,23.27,9.9
2397,2021/03,324501000,-172196000,174856000,172473000,30.38,19.02,16.89
2398,2021/03,93249000000,2893000000,4109000000,2640000000,37.15,9.96,3.16
2402,2020/12,17268578000,-1523133000,-1478852000,-2467705000,-496.25,-,-
2404,2020/08,5532218000,-815347000,-843435000,-1580769000,-193.14,-,-
2406,2020/12,7867546000,123465000,303530000,-196765000,-19.87,-,-
2408,2020/12,1911075000,-367658000,-347983000,-385462000,-53.29,-,-
2410,2020/09,11021168000,-244648000,-219676000,-169614000,-25.13,-,-
2411,2021/03,7251000000,-290000000,-268000000,-310000000,-20.6,-,-
2412,2021/03,37841000000,9774000000,9858000000,6766000000,42.52,34.06,18.71
2413,2021/03,169198000000,57972000000,-,37822000000,55.73,18.93,13.85
2415,2021/03,85811424000,2702667000,3253560000,1439870000,132.36,11.56,3.33
2417,2020/02,3052412000,-333636000,-300529000,-445301000,-112.35,-,-
2418,2020/12,27114000000,-11476000000,-11227000000,-10628000000,-222.81,-,-
2424,2020/07,7987918000,-989951000,-817936000,-1183382000,-208.56,-,-
2425,2021/03,8686688000,304877000,319539000,190776000,50.29,10.27,5.92
2427,2020/12,366711000000,14337000000,-,3324000000,26.41,5.28,1.1
2428,2021/06,8842000000,567000000,666000000,393000000,20.89,5.53,1.85
2429,2020/12,143571000000,6251000000,6786000000,5913000000,341.35,20.68,7.47
2432,2021/03,136971000000,22495000000,-,25630000000,207.54,11.46,7.84
2433,2021/03,714560000000,45033000000,49594000000,26479000000,70.91,8.01,2.81
2435,2021/03,15613000000,809000000,674000000,387000000,33.72,24.05,1.98
2436,2020/12,4990000000,156502000,151000000,12000000,3.02,0.66,0.39
2437,2021/05,2813145000,211998000,198421000,23367000,3.29,1.31,0.72
2438,2021/04,5773644000,277458000,330836000,225503000,13.39,3.87,3.49
2440,2021/03,16181206000,-7423750000,-7269686000,-9704279000,-206.9,-,-
2445,2021/03,38812000000,1586458000,1569000000,857000000,18.4,4.7,1.52
2449,2020/08,4759000000,241469000,260000000,174000000,43.54,4.07,3.34
